Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
XB,2004,Shooter,Take-Two Interactive,0.55,74,61,8.5,26
PS2,2001,Shooter,THQ,1.92,88,25,8,69
PS2,2002,Shooter,THQ,1.5,84,30,8.3,35
XB,2003,Shooter,THQ,0.12,74,20,5.8,11
GC,2003,Shooter,THQ,0.03,79,12,7.3,4
PC,2011,Shooter,THQ,0.09,75,29,6.7,273
X360,2011,Shooter,THQ,0.39,71,74,7,77
PS3,2011,Shooter,THQ,0.45,71,52,7.3,58
PC,2009,Shooter,THQ,0.03,82,29,7.5,308
PS3,2009,Shooter,THQ,0.74,85,56,8.1,136
X360,2009,Shooter,THQ,0.87,85,84,8.1,237
XB,2005,Action,Vivendi Games,0.02,46,25,4,5
PS2,2005,Action,Vivendi Games,0.04,47,17,5,7
PC,2011,Shooter,Tripwire Interactive,0.14,76,49,7.3,729
Wii,2006,Shooter,Ubisoft,0.67,63,54,6.8,121
Wii,2010,Shooter,Ubisoft,0.62,80,73,8.6,178
GC,2002,Sports,Midway Games,0.02,71,11,7.4,5
XB,2002,Sports,Midway Games,0.03,67,8,9,4
PS2,2002,Sports,Midway Games,0.07,73,19,9,6
GC,2002,Shooter,BAM! Entertainment,0.11,54,9,5.9,7
PS2,2002,Shooter,BAM! Entertainment,0.27,56,16,7,4
PC,2013,Action,Capcom,0.06,65,26,7.4,1007
PS3,2013,Action,Capcom,0.32,72,37,7.4,424
X360,2013,Action,Capcom,0.18,70,42,7.5,267
PSP,2006,Action,Konami Digital Entertainment,0.02,51,24,7.6,14
PSP,2005,Action,Konami Digital Entertainment,0.11,43,30,5.6,22
PS4,2016,Action,Nippon Ichi Software,0.01,72,35,5.8,29
PS,1996,Action,Virgin Interactive,5.05,91,8,9,266
PS2,2001,Action,Capcom,2.34,84,21,8.4,189
GC,2003,Action,Capcom,0.06,62,16,8.5,32
PS,1998,Action,Virgin Interactive,5.82,89,13,9.2,364
GC,2003,Action,Capcom,0.06,59,15,8.5,31
GC,2003,Action,Capcom,0.08,62,14,8.3,44
PS2,2005,Action,Capcom,3.62,96,38,8.9,1013
GC,2005,Action,Capcom,1.69,96,82,9.4,767
PC,2007,Action,Ubisoft,0.03,76,15,7.4,242
PC,2009,Action,Capcom,0.07,86,30,7.1,597
X360,2009,Action,Capcom,3.5,83,91,7.5,523
PS3,2009,Action,Capcom,5.09,84,76,7.5,667
X360,2012,Shooter,Capcom,1.95,67,71,5,1407
PS3,2012,Shooter,Capcom,3.1,74,34,5.4,1304
PC,2012,Shooter,Capcom,0.04,69,18,5.9,868
XOne,2016,Shooter,Capcom,0.05,63,12,6.3,34
PS4,2016,Shooter,Capcom,0.08,60,19,6.7,94
Wii,2008,Action,Capcom,0.3,76,11,8.9,41
Wii,2008,Action,Capcom,0.24,62,17,8.2,37
PS2,2004,Action,Capcom,0.57,58,35,7.7,70
PS2,2003,Action,Capcom,0.35,65,28,6.6,48
DS,2006,Action,Capcom,0.26,71,41,8.4,36
PC,2012,Action,Capcom,0.04,48,8,3.8,188
X360,2012,Action,Capcom,0.77,52,56,4.9,330
PS3,2012,Action,Capcom,1.17,52,36,4.9,222
PS2,2003,Action,Capcom,1.45,71,40,8.3,94
3DS,2012,Action,Capcom,0.88,82,78,8.5,397
PC,2013,Action,Capcom,0.04,77,12,7,342
PS3,2013,Action,Capcom,0.74,74,30,7.2,204
X360,2013,Action,Capcom,0.26,75,30,7.4,170
WiiU,2013,Action,Capcom,0.19,80,19,7.5,146
XOne,2015,Action,Capcom,0.1,75,22,7.5,106
PS4,2015,Action,Capcom,0.55,75,30,7.7,284
PSV,2015,Action,Capcom,0.1,65,12,7.8,63
PS,2000,Action,Eidos Interactive,0.71,39,10,7,47
Wii,2009,Action,Capcom,1.05,75,55,8,60
3DS,2011,Action,Capcom,0.49,65,69,6.4,110
Wii,2007,Action,Capcom,1.52,75,47,7.6,122
PS3,2008,Shooter,Sony Computer Entertainment,2.46,87,79,6.1,1889
PS3,2011,Shooter,Sony Computer Entertainment,1.48,83,91,7.8,543
PSV,2012,Shooter,Sony Computer Entertainment,0.41,60,63,6.8,245
PS3,2006,Shooter,Sony Computer Entertainment,4.34,86,70,8.1,715
PSP,2009,Shooter,Sony Computer Entertainment,0.89,81,67,8.1,84
X360,2010,Role-Playing,Sega,0.33,74,43,7.7,96
PS3,2010,Role-Playing,Sega,0.73,72,42,8,136
DS,2005,Misc,Atari,0.13,51,17,3.7,7
DS,2007,Action,Namco Bandai Games,0.11,77,30,7.3,15
PS2,2003,Shooter,Activision,0.53,66,21,8,23
XB,2003,Shooter,Activision,0.67,84,38,8.8,33
3DS,2015,Simulation,Marvelous Entertainment,0.16,72,28,6.8,15
PS2,2001,Shooter,Sony Computer Entertainment,0.05,78,34,8.3,28
DS,2008,Role-Playing,Nippon Ichi Software,0.05,67,24,6.8,12
DS,2008,Misc,Nintendo,3.11,83,48,9,63
PS2,2003,Sports,Atari,0.09,58,10,6.5,4
PC,2015,Racing,Milestone S.r.l.,0.03,68,8,4.8,30
XOne,2015,Racing,Milestone S.r.l.,0.1,54,9,5.3,17
PS4,2015,Racing,Milestone S.r.l.,0.22,66,30,7,47
PC,2016,Racing,Milestone S.r.l,0.01,78,4,7.9,14
PS4,2016,Racing,Milestone S.r.l,0.05,71,19,8,12
PS3,2013,Racing,Deep Silver,0.04,13,4,1,218
X360,2013,Racing,Deep Silver,0.06,19,14,1.3,433
PSP,2004,Racing,Sony Computer Entertainment,1.4,88,58,8.2,65
PSV,2011,Racing,Namco Bandai Games,0.17,44,39,3.7,59
3DS,2011,Racing,Namco Bandai Games,0.49,75,59,7.2,56
X360,2005,Racing,Namco Bandai Games,0.2,74,65,7.1,28
PS3,2006,Racing,Namco Bandai Games,1.36,78,45,7.1,52
DS,2004,Racing,Namco Bandai Games,0.15,63,35,6.7,7
PC,2012,Racing,Namco Bandai Games,0.02,72,9,6,83
PS3,2012,Racing,Namco Bandai Games,0.17,72,20,6,29
X360,2012,Racing,Namco Bandai Games,0.11,71,59,7.7,56
PS2,2000,Action,Namco Bandai Games,1.24,78,20,7.7,6
PS2,2002,Racing,BAM! Entertainment,0.26,59,14,9,17
PC,2011,Role-Playing,Unknown,0.67,84,59,7.3,561
PS4,2016,Action,Sony Computer Entertainment,0.11,79,42,7.9,76
PS2,2000,Strategy,Konami Digital Entertainment,0.11,82,15,8.7,11
X360,2011,Misc,THQ,0.09,60,16,7,7
PC,2003,Strategy,Microsoft Game Studios,0.04,89,30,9,274
PC,2006,Strategy,Microsoft Game Studios,0.03,84,46,8.5,108
X360,2011,Action,Sega,0.47,54,56,7.8,44
PS2,2005,Action,Sony Computer Entertainment,0.19,68,37,8,5
XOne,2015,Adventure,Square Enix,1.38,86,102,8,1288
PC,2016,Adventure,Square Enix,0.12,86,45,7.9,915
X360,2009,Role-Playing,Deep Silver,0.19,60,37,6.4,77
PC,2009,Role-Playing,Deep Silver,0.14,77,32,8.1,676
PS3,2012,Role-Playing,Deep Silver,0.22,47,13,5.2,37
PC,2012,Role-Playing,Deep Silver,0.22,69,51,5.6,751
X360,2012,Role-Playing,Deep Silver,0.14,60,18,6,58
PS3,2014,Role-Playing,Deep Silver,0.08,36,8,3.7,77
X360,2014,Role-Playing,Deep Silver,0.06,44,8,4.4,69
PC,2014,Role-Playing,Deep Silver,0.09,65,49,5.7,822
PS2,2003,Strategy,Atari,0.38,60,9,8.8,25
GBA,2004,Action,Atlus,0.07,75,21,8.4,7
GBA,2004,Role-Playing,Sting,0.1,76,26,9.2,21
PSP,2006,Role-Playing,505 Games,0.09,68,11,7.7,17
PS2,2002,Shooter,Virgin Interactive,0.1,58,27,8.2,9
XB,2003,Shooter,Avalon Interactive,0.04,55,22,8,5
GBA,2003,Racing,Zoo Digital Publishing,0.1,78,15,9.3,23
PS2,2002,Racing,Play It,0.09,80,4,9,41
XB,2003,Action,Midway Games,0.08,68,23,7.4,5
PS2,2003,Action,Midway Games,0.17,71,27,7.9,11
PS2,2003,Strategy,Capcom,0.19,59,18,5.6,5
PS4,2016,Action,Crytek,0.12,65,40,6.9,62
DS,2008,Strategy,Tecmo Koei,0.07,78,15,8.6,18
XB,2003,Shooter,Titus,0.02,30,9,3.6,12
PS2,2002,Action,Enix Corporation,0.07,79,21,8.2,13
GC,2002,Shooter,TDK Mediactive,0.16,74,11,8.4,5
PS2,2002,Shooter,TDK Mediactive,0.61,72,20,8.5,8
GBA,2002,Shooter,TDK Mediactive,0.21,61,8,6.5,4
PS2,2005,Action,Vivendi Games,0.36,53,6,6,8
Wii,2008,Misc,MTV Games,1.02,92,10,7.7,45
PS3,2008,Misc,MTV Games,1.49,91,24,7.9,88
X360,2008,Misc,Electronic Arts,2.2,92,69,8.3,156
DS,2010,Misc,MTV Games,0.09,79,8,5.5,6
Wii,2010,Misc,MTV Games,0.63,91,10,6.9,36
PS3,2010,Misc,MTV Games,0.57,91,34,8,95
X360,2010,Misc,MTV Games,0.88,93,57,8.2,137
PS4,2015,Misc,Harmonix Music Systems,0.38,78,51,6.3,87
XOne,2015,Misc,Harmonix Music Systems,0.47,79,27,6.4,54
PSP,2009,Misc,MTV Games,0.48,79,50,8.6,31
GBA,2003,Racing,Activision,0.05,80,12,9.4,5
X360,2010,Shooter,Conspiracy Entertainment,0.05,48,7,4.8,4
X360,2008,Misc,Konami Digital Entertainment,0.27,38,28,5.1,17
PC,2016,Sports,505 Games,0.06,86,20,8.2,580
XOne,2016,Sports,505 Games,0.24,87,22,8.3,194
PS4,2016,Sports,505 Games,0.37,85,50,8.7,1290
X360,2011,Misc,Ubisoft,1.12,77,30,8.2,62
PS3,2011,Misc,Ubisoft,1.12,80,27,8.3,52
X360,2006,Sports,Take-Two Interactive,0.75,81,75,7.8,69
Wii,2007,Sports,Take-Two Interactive,1.26,68,36,5.8,21
XB,2002,Fighting,Rage Software,0.15,74,22,7.3,6
PS2,2002,Fighting,Rage Software,0.86,74,14,8.4,11
PSP,2007,Sports,Ubisoft,0.1,58,17,6.6,11
XB,2004,Action,Ubisoft,0.1,67,21,5.2,6
PS2,2004,Action,Ubisoft,0.27,65,24,8.6,12
3DS,2015,Action,Nippon Ichi Software,0.04,45,7,5.6,37
WiiU,2015,Action,Nippon Ichi Software,0.12,45,31,6.5,81
PS2,2005,Role-Playing,Sony Computer Entertainment,0.84,83,59,8.4,89
PS2,2003,Action,Kemco,0.23,61,26,9.2,6
PS2,2006,Shooter,Eidos Interactive,0.04,71,37,8.2,9
XB,2006,Shooter,Eidos Interactive,0.02,71,37,8.5,11
Wii,2009,Shooter,Reef Entertainment,0.07,70,14,8.2,5
X360,2009,Shooter,Bethesda Softworks,0.11,28,33,2.8,64
PS3,2009,Shooter,Bethesda Softworks,0.13,27,24,2.8,66
PS,2000,Racing,Sony Computer Entertainment,0.09,85,7,8.9,16
XB,2003,Strategy,Atari,0.13,62,8,8.3,12
PC,2002,Strategy,Atari,1.25,74,22,8.5,135
PC,2004,Strategy,Atari,0.27,81,39,5,346
PC,2016,Simulation,Atari,0.02,43,7,2.4,31
Wii,2009,Misc,505 Games,0.1,32,4,1.8,4
PS2,2003,Strategy,Tecmo Koei,0.07,74,17,8.9,10
PS2,2000,Strategy,Tecmo Koei,0.32,72,10,8.7,11
PS2,2002,Strategy,Tecmo Koei,0.3,77,14,8.9,17
PS2,2005,Strategy,Tecmo Koei,0.09,71,13,8.5,10
PS2,2007,Strategy,Tecmo Koei,0.07,69,10,8.4,8
PS2,2005,Role-Playing,Square Enix,0.58,58,23,8,35
PC,2004,Strategy,Activision,0.1,92,58,9.1,1050
PS4,2016,Adventure,PQube,0.01,69,13,7.5,11
PSV,2016,Adventure,PQube,0.05,78,6,7.8,6
PS4,2015,Action,Electronic Arts,0.52,61,33,3.7,78
XOne,2015,Action,Electronic Arts,0.27,60,26,4.3,77
PS,1997,Role-Playing,ASCII Entertainment,0.5,66,11,8.2,9
PS2,2004,Role-Playing,Enterbrain,0.06,69,16,7.9,14
PS2,2002,Role-Playing,Enterbrain,0.13,65,9,8.8,77
PS2,2003,Shooter,LucasArts,0.08,49,23,5,4
PSP,2007,Strategy,Rising Star Games,0.07,69,29,6.5,6
PS2,2003,Shooter,Metro 3D,0.19,79,50,9.1,21
PS2,2006,Platform,Natsume,0.02,57,8,7,7
PS2,2006,Sports,Electronic Arts,0.05,70,6,7.8,27
PS2,2007,Sports,Electronic Arts,0.04,74,21,7.4,25
XOne,2015,Sports,Bigben Interactive,0.09,20,4,3.1,30
PS4,2015,Sports,Bigben Interactive,0.11,19,5,3.4,65
PS2,2003,Sports,Electronic Arts,0.22,61,13,6.8,65
XB,2005,Sports,Electronic Arts,0.05,75,20,7.7,11
PS2,2005,Sports,Electronic Arts,0.09,71,15,8.6,19
PS4,2016,Sports,Alternative Software,0.04,64,4,6.8,12
X360,2011,Sports,505 Games,0.28,55,14,3.9,13
PS3,2011,Sports,505 Games,0.32,50,12,5.6,7
PS4,2015,Sports,Ubisoft,0.06,25,6,1.9,39
PS2,2006,Action,505 Games,0.02,59,44,8.6,51
PS2,2001,Racing,Electronic Arts,0.21,85,17,8.2,9
PS2,2004,Fighting,Konami Digital Entertainment,0.39,66,44,8.5,20
X360,2006,Fighting,Konami Digital Entertainment,0.13,62,54,6.6,28
PC,2009,Adventure,Focus Home Interactive,0.04,79,15,8.2,40
DS,2008,Role-Playing,Rising Star Games,0.52,77,14,7.9,30
DS,2009,Role-Playing,Rising Star Games,0.4,77,10,8.6,46
3DS,2012,Role-Playing,Xseed Games,0.57,78,33,8.1,122
DS,2006,Role-Playing,Rising Star Games,0.53,78,26,8.1,52
Wii,2008,Role-Playing,Rising Star Games,0.37,79,34,8.5,39
PS3,2011,Role-Playing,Marvelous Interactive,0.23,55,12,7.9,44
PS2,2001,Action,Take-Two Interactive,0.26,53,16,7.3,11
Wii,2008,Action,Rising Star Games,0.09,52,29,7,4
PS2,2002,Action,Wanadoo,0.46,83,30,8.4,14
XOne,2013,Action,Microsoft Game Studios,1.38,60,77,6.1,1409
PS2,2005,Simulation,Konami Digital Entertainment,0.03,66,16,7.8,10
PC,2009,Shooter,Namco Bandai Games,0.06,80,44,8.7,602
PC,2008,Shooter,Deep Silver,0.04,75,47,7.7,478
PC,2007,Shooter,THQ,0.06,82,44,8.4,1088
GBA,2002,Action,Ubisoft,0.11,63,5,2.8,6
PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.06,71,41,6.9,203
PS3,2009,Role-Playing,Deep Silver,0.61,70,45,7.1,51
X360,2009,Role-Playing,Deep Silver,0.54,71,56,7.3,64
PC,2014,Role-Playing,Deep Silver,0.02,57,47,1.4,544
PS3,2014,Role-Playing,Deep Silver,0.1,56,13,3.4,46
X360,2014,Role-Playing,Deep Silver,0.05,51,11,4.1,42
Wii,2008,Puzzle,The Adventure Company,0.08,56,7,7.8,4
PS3,2013,Fighting,Namco Bandai Games,0.07,55,32,7.4,45
PS3,2011,Action,Namco Bandai Games,0.23,62,14,7.3,34
PS4,2015,Fighting,Namco Bandai Games,0.18,59,30,7.8,45
X360,2006,Action,THQ,2.18,81,74,7.5,211
PS3,2008,Action,THQ,1.68,82,50,7.9,135
X360,2008,Action,THQ,3.03,81,75,8.1,307
PC,2009,Action,THQ,0.04,72,24,6.8,380
PS3,2013,Action,Deep Silver,1.25,76,26,6.3,278
X360,2013,Action,Deep Silver,1.66,81,42,6.5,325
PC,2013,Action,Deep Silver,0.19,86,45,7.4,1543
PS4,2015,Action,Deep Silver,0.05,64,45,5.7,98
XOne,2015,Action,Deep Silver,0.01,65,16,6,27
X360,2011,Action,THQ,2.76,84,70,7.6,490
PS3,2011,Action,THQ,2.47,82,50,7.7,384
PC,2011,Action,THQ,0.38,84,22,8.1,1263
PS,1999,Strategy,Tecmo Koei,0.05,73,9,7.1,9
PS2,2005,Role-Playing,Sega,0.29,81,15,7.3,26
Wii,2010,Role-Playing,Ackkstudios,0.1,75,30,7.3,31
PS2,2002,Sports,Eidos Interactive,0.14,49,11,3.5,6
Wii,2008,Misc,Sega,0.88,68,43,8.1,40
PS2,2006,Action,Namco Bandai Games,0.05,66,26,7.2,6
PS2,2004,Action,Sega,0.06,59,21,8.4,10
Wii,2008,Fighting,Ignition Entertainment,0.06,74,6,8.2,5
X360,2009,Fighting,Rising Star Games,0.08,46,33,5.2,12
PS2,2004,Action,Electronic Arts,1.35,73,37,8.7,23
XB,2004,Action,Tecmo Koei,0.07,71,20,9,5
X360,2006,Action,Tecmo Koei,0.08,52,30,8.7,18
PS2,2006,Action,Tecmo Koei,0.61,58,26,8.8,13
PS2,2006,Action,Tecmo Koei,0.19,55,20,7.3,7
X360,2007,Action,Tecmo Koei,0.04,53,29,8.5,13
PS2,2007,Action,Tecmo Koei,0.09,50,11,8,9
Wii,2009,Action,Nintendo,0.44,55,26,7.2,22
PS4,2014,Action,Tecmo Koei,0.24,76,31,8.1,74
PSV,2014,Action,Tecmo Koei,0.11,76,5,8.6,18
PS4,2015,Action,Tecmo Koei,0.1,71,29,6.5,15
PS4,2015,Action,Tecmo Koei,0.12,73,26,7.3,24
3DS,2011,Action,Tecmo Koei,0.39,61,30,7.7,35
3DS,2014,Action,Tecmo Koei,0.08,63,13,6.1,10
PSV,2014,Action,Tecmo Koei,0.06,70,9,7.9,14
Wii,2007,Action,Tecmo Koei,0.15,53,30,6.8,6
PSP,2005,Action,Tecmo Koei,0.18,64,30,6.4,8
PS2,2004,Action,Tecmo Koei,0.45,72,17,8.6,13
PS2,2004,Action,505 Games,0.08,58,34,7.6,5
DS,2008,Role-Playing,Sega,0.23,63,20,7.9,18
PC,2009,Action,Konami Digital Entertainment,0.02,55,6,6,31
PS3,2009,Action,Konami Digital Entertainment,0.36,59,41,6.4,28
X360,2009,Action,Konami Digital Entertainment,0.28,59,39,7.4,50
PS3,2008,Racing,Black Bean Games,0.25,59,7,6.1,8
X360,2008,Racing,Black Bean Games,0.21,63,17,8,6
PS3,2010,Racing,Black Bean Games,0.21,73,4,7.5,4
X360,2010,Racing,Black Bean Games,0.19,74,13,8.3,8
DS,2005,Sports,Rising Star Games,0.02,63,14,6.5,4
GC,2004,Platform,Take-Two Interactive,0.04,69,11,7.3,8
PS2,2004,Platform,Take-Two Interactive,0.09,70,20,8.6,18
PSP,2006,Strategy,Vivendi Games,0.16,58,12,3.1,15
PC,2006,Action,Vivendi Games,0.04,73,18,7.5,57
XB,2006,Action,Vivendi Games,0.49,76,41,8.4,46
PS2,2006,Action,Vivendi Games,1.19,75,46,8.6,113
Wii,2007,Action,Vivendi Games,0.14,71,23,8.4,29
X360,2008,Misc,Microsoft Game Studios,0.65,76,32,7.4,25
X360,2007,Misc,Microsoft Game Studios,0.48,73,41,8.1,21
XB,2005,Action,Deep Silver,0.02,73,20,7.4,5
DS,2009,Puzzle,Warner Bros. Interactive Entertainment,2.16,79,72,7.6,110
3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,68,7,6.2,20
WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,71,17,6.3,39
WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.37,73,42,7.4,109
3DS,2012,Action,Warner Bros. Interactive Entertainment,0.61,73,13,7.4,21
DS,2006,Action,SouthPeak Games,0.06,70,29,8.6,5
DC,1999,Simulation,Sega,0.52,82,24,8.4,16
XB,2004,Adventure,Codemasters,0.07,75,46,8,6
PS2,2004,Adventure,Codemasters,0.14,76,48,8,23
GC,2004,Adventure,Codemasters,0.05,77,34,8.5,13
PSP,2008,Platform,Sony Computer Entertainment,0.13,72,56,7.8,35
PS2,2009,Platform,Sony Computer Entertainment,0.6,61,9,6.7,14
PC,2009,Adventure,Deep Silver,0.04,64,14,7.1,17
PC,2006,Adventure,DreamCatcher Interactive,0.04,66,26,7.4,38
DS,2008,Adventure,Deep Silver,0.05,71,6,7.6,5
Wii,2008,Adventure,Koch Media,0.06,65,12,7.6,8
PS2,2003,Simulation,LucasArts,0.48,81,26,8.2,19
XB,2003,Simulation,LucasArts,0.25,77,31,8.8,4
PC,2009,Shooter,SouthPeak Games,0.03,72,31,7,78
X360,2009,Shooter,SouthPeak Games,0.27,69,49,7.3,59
PS2,2002,Racing,Play It,1.06,63,9,8.8,10
Wii,2008,Sports,Sega,0.5,59,29,6.3,9
PS2,2005,Misc,Sega,0.43,46,18,6.7,6
DC,2000,Racing,Sega,0.13,84,25,7.7,11
XB,2002,Racing,Sega,0.19,82,24,8.2,24
XB,2003,Racing,Sega,0.08,72,32,9.2,5
PS3,2007,Racing,Sega,0.63,75,40,7,20
PSP,2007,Racing,Sega,0.25,74,14,7.2,9
X360,2007,Racing,Sega,0.45,77,42,7.2,30
PC,2007,Racing,Sega,0.01,74,9,7.6,18
GC,2002,Sports,Sega,0.07,84,22,7.7,7
XB,2002,Sports,Sega,0.05,80,15,8.5,10
PS2,2004,Misc,Sega,0.17,72,28,7,5
X360,2008,Sports,Sega,2.89,67,45,6.8,18
Wii,2008,Sports,Sega,1.05,71,24,7,16
PS3,2008,Sports,Sega,0.4,67,31,7.4,7
PS2,2008,Sports,Sega,0.38,70,9,8.3,4
X360,2011,Sports,Ubisoft,0.12,21,5,5,25
PC,2011,Strategy,Paradox Interactive,0.01,70,13,6.8,86
PS3,2010,Action,Capcom,0.64,61,37,7.9,29
Wii,2010,Action,Capcom,0.29,65,18,8.8,13
3DS,2014,Action,Marvelous Entertainment,0.22,58,28,6.8,56
PSV,2015,Action,Marvelous Interactive,0.18,71,4,7.4,34
PS4,2015,Action,Marvelous Interactive,0.18,67,25,8,96
XB,2002,Shooter,Take-Two Interactive,0.15,75,22,8.2,16
PC,2011,Shooter,Mastertronic,0.08,72,53,8.2,586
GBA,2004,Shooter,Global Star,0.02,51,9,7.2,10
XB,2005,Shooter,Take-Two Interactive,0.06,72,34,6.7,11
PC,2005,Shooter,Take-Two Interactive,0.01,74,31,7,152
PS2,2004,Shooter,Global Star,0.07,65,27,7.8,17
GC,2004,Shooter,Global Star,0.02,69,18,8.4,9
X360,2011,Misc,Warner Bros. Interactive Entertainment,0.52,79,26,6.9,22
PS2,2004,Action,Sega,0.08,52,31,7,6
PS2,2001,Role-Playing,Midway Games,0.28,73,24,8.8,55
PS2,2004,Role-Playing,Midway Games,0.24,85,49,9.1,54
PS2,2005,Role-Playing,Ghostlight,0.14,76,42,8.2,33
PS2,2002,Adventure,Acclaim Entertainment,0.16,68,24,7.6,8
PS2,2001,Adventure,Konami Digital Entertainment,0.21,78,18,8.2,19
PSP,2009,Adventure,Konami Digital Entertainment,0.09,54,6,8.2,5
PS2,2005,Action,Capcom,0.27,75,52,8.3,62
PS2,2005,Action,Sony Computer Entertainment,1.14,91,77,9.1,933
XB,2004,Shooter,Atari,0.15,61,45,6.1,14
XB,2005,Platform,Sega,0.18,49,24,5.5,36
PS2,2005,Platform,Sega,0.6,45,28,6,137
GC,2005,Platform,Sega,0.99,51,22,6.6,120
X360,2007,Role-Playing,Microsoft Game Studios,0.47,66,57,7.5,156
PS3,2011,Action,Electronic Arts,0.27,77,56,8.1,124
X360,2011,Action,Electronic Arts,0.19,76,76,8.4,139
PS2,2004,Adventure,Konami Digital Entertainment,0.13,54,9,8.2,17
3DS,2015,Platform,Rising Star Games,0.04,82,18,8.5,86
XOne,2014,Misc,Ubisoft,0.18,58,6,8.3,28
PS2,2004,Action,Activision,0.75,69,30,6.5,6
GBA,2004,Action,Activision,0.68,63,8,9,4
XB,2005,Strategy,Take-Two Interactive,0.04,66,17,6.9,7
PS2,2001,Sports,Codemasters,0.73,64,17,8.7,13
X360,2010,Sports,Ubisoft,0.16,61,34,5.3,7
PS3,2010,Sports,Ubisoft,0.19,61,26,6.5,8
PS3,2008,Sports,Ubisoft,0.65,63,30,6.3,26
PSP,2008,Sports,Ubisoft,0.32,70,5,7.5,4
Wii,2008,Sports,Ubisoft,1.66,78,28,8.7,22
Wii,2009,Sports,Ubisoft,0.29,72,33,8.7,30
PS3,2009,Shooter,Eidos Interactive,0.08,35,18,4.8,27
X360,2009,Shooter,Eidos Interactive,0.09,30,21,5.9,33
XB,2004,Shooter,Eidos Interactive,0.22,58,37,7,14
DC,1999,Adventure,Sega,1.18,88,9,9.4,201
DC,2001,Adventure,Sega,0.15,88,9,9.4,201
XB,2002,Adventure,Microsoft Game Studios,0.32,80,31,9.3,96
X360,2009,Adventure,Focus Home Interactive,0.16,62,24,6.8,14
PS4,2016,Adventure,Bigben Interactive,0.01,70,27,6.8,64
PC,2016,Adventure,Bigben Interactive,0.01,65,18,7.3,72
DS,2009,Adventure,Focus Home Interactive,0.39,57,8,3.1,9
PS2,2002,Adventure,3DO,0.05,37,12,5.9,8
3DS,2013,Role-Playing,Atlus,0.58,83,48,8.3,251
PS2,2008,Role-Playing,Atlus,0.13,79,23,8.7,26
DS,2009,Role-Playing,Atlus,0.26,84,28,8.8,79
DS,2011,Role-Playing,Ghostlight,0.31,79,21,8.8,45
3DS,2011,Role-Playing,Ghostlight,0.38,78,27,8.2,97
PS2,2004,Role-Playing,Ghostlight,0.13,78,42,8.2,48
PS2,2005,Role-Playing,Ghostlight,0.08,82,38,7.9,38
PS2,2003,Role-Playing,Ghostlight,0.38,82,42,8.7,83
PSP,2009,Role-Playing,Atlus,0.22,78,30,8,47
PS2,2006,Role-Playing,Tecmo Koei,0.45,86,52,8.4,116
PS2,2007,Role-Playing,Tecmo Koei,0.63,89,25,8.3,296
PSP,2009,Role-Playing,Ghostlight,0.63,89,40,8.3,317
PS2,2008,Role-Playing,Atlus,0.82,90,47,8.9,634
DS,2009,Role-Playing,Atlus,0.28,80,26,8.7,69
PS2,2007,Role-Playing,Sega,0.1,64,24,7.3,17
PS2,2005,Role-Playing,Sega,0.11,69,12,8.1,20
GBA,2004,Role-Playing,THQ,0.08,77,20,8.8,15
GBA,2002,Role-Playing,Atari,0.14,58,13,8.5,8
GBA,2003,Role-Playing,THQ,0.08,74,18,8.3,9
PS2,2004,Role-Playing,Sega,0.09,61,14,6.5,11
PS2,2002,Platform,Sony Computer Entertainment,0.96,71,33,7.9,43
3DS,2011,Platform,Sega,0.22,69,33,7.3,33
PC,2007,Simulation,Lighthouse Interactive,0.01,62,9,6.6,8
PC,2010,Simulation,Paradox Interactive,0.05,49,5,6.2,27
Wii,2008,Role-Playing,Sega,0.19,71,21,7.6,5
PS4,2015,Platform,Yacht Club Games,0.08,90,18,7.6,312
3DS,2015,Platform,Yacht Club Games,0.14,90,9,8.2,225
WiiU,2015,Platform,Yacht Club Games,0.1,88,24,8.3,280
PS2,2004,Fighting,Acclaim Entertainment,0.3,55,24,6.1,7
Wii,2007,Fighting,Zoo Digital Publishing,0.06,35,7,4.7,10
XB,2001,Platform,TDK Mediactive,0.36,49,19,5.4,9
GC,2004,Platform,Activision,1.02,70,25,6.4,14
XB,2004,Platform,Activision,0.55,72,31,8.4,5
PS2,2004,Platform,Activision,1.86,71,32,8.5,24
GC,2002,Platform,TDK Mediactive,0.17,36,6,5.6,23
PS2,2002,Misc,TDK Mediactive,0.29,30,4,5.1,17
XB,2002,Misc,TDK Mediactive,0.13,33,9,8,11
GC,2003,Misc,TDK Mediactive,0.05,40,6,7.3,7
GC,2005,Action,Activision,0.22,70,11,7.8,6
PS2,2005,Action,Activision,0.5,67,21,9,26
XB,2005,Action,Activision,0.09,71,20,9.3,4
GBA,2002,Racing,TDK Mediactive,0.3,27,5,8.9,19
PS2,2007,Action,Activision,0.48,56,18,6.1,9
Wii,2007,Action,Activision,0.28,57,28,6.7,7
PS3,2010,Platform,Activision,0.19,57,11,4.5,6
X360,2010,Platform,Activision,0.11,62,22,6.2,9
GBA,2002,Action,TDK Mediactive,0.66,71,7,7.4,5
